"[u'causes', u'methods', u'ipta', u'formulate', u'safety', u'especially', u'lot', u'true', u'buntar', u'disabled']","[u'fallen', u'borrowed', u'secure', u'activities', u'badly', u'armed_forces', u'challenges', u'ops_cantas', u'charges', u'confiscated']","[u'clearly', u'studies', u'drugs', u'single', u'saved', u'delivered', u'medium', u'rm', u'services', u'actually']","[u'leaving', u'to', u'reports', u'granting', u'explain', u'holders', u'businesses', u'obstacles', u'sold', u'actions']","[u'reached', u'benefit', u'effectively', u'disasters', u'transferred', u'deemed', u'products', u'preparedness', u'belaga', u'successful']","[u'figure', u'period', u'settled', u'johor', u'facing', u'establishment', u'what', u'secondary', u'bankrupt', u'rendered']","[u'if', u'imposed', u'india', u'involvement', u'laws', u'involving', u'express', u'implementation_gst', u'peninsula', u'granting']","[u'sold', u'police_officers', u'please', u'island', u'bonds', u'industrial', u'religious', u'look', u'retailers', u'study']","[u'cancer', u'bangladeshi_workers', u'decision', u'shown', u'participated', u'possibility', u'areas', u'growing', u'ec', u'monitored']","[u'strengthen', u'proton', u'enter', u'competitiveness', u'school', u'curbing', u'issue', u'pilot', u'overall', u'ban']"
"[u'medicines', u'whether', u'the', u'ensure', u'intends', u'plan', u'given', u'improve', u'regarding', u'implemented']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'plan', u'regarding', u'implemented', u'given', u'increase']","[u'medicines', u'whether', u'the', u'ensure', u'intends', u'plan', u'given', u'regarding', u'implemented', u'improve']","[u'medicines', u'the', u'whether', u'ensure', u'plan', u'intends', u'given', u'implemented', u'regarding', u'improve']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'plan', u'improve', u'especially', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'plan', u'given', u'improve', u'regarding']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'given', u'plan', u'implemented', u'regarding', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'plan', u'given', u'implemented', u'improve', u'regarding']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'plan', u'implemented', u'given', u'measures', u'improve']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'plan', u'given', u'regarding', u'implemented', u'improve']"
"[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'intends', u'given', u'especially', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'given', u'implemented', u'especially', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'given', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'given', u'especially', u'implemented', u'plan']","[u'medicines', u'ensure', u'the', u'regarding', u'intends', u'whether', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'given', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'given', u'implemented', u'especially', u'increase']","[u'medicines', u'ensure', u'the', u'regarding', u'intends', u'whether', u'given', u'especially', u'implemented', u'used']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'intends', u'given', u'implemented', u'especially', u'measures']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'intends', u'given', u'especially', u'implemented', u'plan']"
"[u'medicines', u'ensure', u'the', u'whether', u'implemented', u'intends', u'involved', u'given', u'provide', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'intends', u'involved', u'regarding', u'provide', u'including']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'intends', u'provide', u'involved', u'given', u'regarding']","[u'medicines', u'the', u'ensure', u'implemented', u'whether', u'cost', u'intends', u'plan', u'involved', u'provide']","[u'medicines', u'ensure', u'the', u'implemented', u'intends', u'whether', u'especially', u'involved', u'including', u'reduce']","[u'medicines', u'ensure', u'the', u'implemented', u'involved', u'intends', u'whether', u'cost', u'provide', u'especially']","[u'medicines', u'the', u'ensure', u'implemented', u'intends', u'whether', u'involved', u'reduce', u'including', u'provide']","[u'medicines', u'ensure', u'the', u'implemented', u'involved', u'cost', u'provide', u'intends', u'whether', u'including']","[u'medicines', u'ensure', u'the', u'implemented', u'whether', u'intends', u'involved', u'cost', u'provide', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'implemented', u'whether', u'regarding', u'involved', u'provide', u'cost']"
"[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'improve', u'regarding', u'especially', u'plans']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'regarding', u'especially', u'improve', u'implemented']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'improve', u'especially', u'implemented']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'especially', u'regarding', u'improve', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'improve', u'given', u'regarding', u'measures']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'improve', u'especially', u'implemented', u'regarding']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'especially', u'regarding', u'implemented', u'improve']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'especially', u'improve', u'regarding', u'implemented']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'improve', u'especially', u'regarding', u'measures']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'regarding', u'especially', u'improve', u'implemented']"
"[u'medicines', u'intends', u'given', u'whether', u'the', u'ensure', u'especially', u'cost', u'regarding', u'implemented']","[u'medicines', u'intends', u'whether', u'the', u'given', u'especially', u'ensure', u'cost', u'regarding', u'implemented']","[u'medicines', u'intends', u'given', u'whether', u'the', u'especially', u'ensure', u'cost', u'regarding', u'implemented']","[u'medicines', u'given', u'intends', u'the', u'whether', u'cost', u'ensure', u'especially', u'regarding', u'implemented']","[u'medicines', u'intends', u'the', u'especially', u'whether', u'ensure', u'given', u'cost', u'implemented', u'regarding']","[u'medicines', u'intends', u'the', u'given', u'ensure', u'whether', u'especially', u'cost', u'implemented', u'regarding']","[u'medicines', u'intends', u'given', u'the', u'whether', u'especially', u'ensure', u'implemented', u'cost', u'regarding']","[u'medicines', u'intends', u'given', u'the', u'ensure', u'whether', u'cost', u'especially', u'implemented', u'involved']","[u'medicines', u'intends', u'whether', u'given', u'the', u'ensure', u'especially', u'cost', u'implemented', u'regarding']","[u'medicines', u'intends', u'given', u'whether', u'the', u'ensure', u'especially', u'cost', u'regarding', u'implemented']"
"[u'medicines', u'ensure', u'the', u'intends', u'regarding', u'implemented', u'given', u'whether', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'implemented', u'whether', u'especially', u'given', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'implemented', u'given', u'whether', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'implemented', u'given', u'whether', u'especially', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'implemented', u'especially', u'whether', u'plan', u'including']","[u'medicines', u'the', u'ensure', u'implemented', u'intends', u'regarding', u'especially', u'given', u'cost', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'implemented', u'regarding', u'given', u'especially', u'whether', u'reduce']","[u'medicines', u'ensure', u'the', u'implemented', u'intends', u'regarding', u'given', u'cost', u'especially', u'including']","[u'medicines', u'the', u'ensure', u'implemented', u'intends', u'regarding', u'whether', u'especially', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'implemented', u'given', u'whether', u'especially', u'plan']"
"[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'given', u'especially', u'implemented', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'especially', u'intends', u'implemented', u'given', u'increase']","[u'medicines', u'the', u'whether', u'ensure', u'regarding', u'intends', u'given', u'implemented', u'especially', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'implemented', u'especially', u'given', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'especially', u'intends', u'implemented', u'regarding', u'involved', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'especially', u'intends', u'regarding', u'given', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'regarding', u'especially', u'given', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'especially', u'intends', u'regarding', u'given', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'intends', u'regarding', u'especially', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'implemented', u'especially', u'given', u'involved']"
"[u'medicines', u'intends', u'the', u'ensure', u'especially', u'whether', u'given', u'regarding', u'measures', u'plan']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'whether', u'regarding', u'given', u'measures', u'including']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'whether', u'given', u'regarding', u'measures', u'implemented']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'whether', u'given', u'regarding', u'cost', u'measures']","[u'medicines', u'the', u'especially', u'intends', u'ensure', u'whether', u'measures', u'regarding', u'given', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'implemented', u'regarding', u'measures']","[u'medicines', u'the', u'intends', u'especially', u'ensure', u'whether', u'given', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'given', u'regarding', u'cost', u'measures']","[u'medicines', u'intends', u'the', u'especially', u'ensure', u'whether', u'given', u'measures', u'regarding', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'regarding', u'given', u'measures', u'plan']"
"[u'medicines', u'the', u'ensure', u'especially', u'regarding', u'improve', u'plan', u'intends', u'whether', u'including']","[u'medicines', u'the', u'especially', u'ensure', u'regarding', u'intends', u'including', u'whether', u'plan', u'improve']","[u'medicines', u'the', u'ensure', u'especially', u'regarding', u'whether', u'intends', u'plan', u'improve', u'including']","[u'medicines', u'the', u'especially', u'ensure', u'regarding', u'intends', u'plan', u'whether', u'improve', u'including']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'plan', u'including', u'improve', u'regarding', u'whether']","[u'medicines', u'the', u'ensure', u'especially', u'improve', u'plan', u'intends', u'including', u'regarding', u'whether']","[u'medicines', u'the', u'especially', u'ensure', u'intends', u'regarding', u'including', u'plan', u'whether', u'improve']","[u'medicines', u'the', u'ensure', u'especially', u'including', u'intends', u'regarding', u'improve', u'plan', u'whether']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'regarding', u'improve', u'plan', u'whether', u'including']","[u'medicines', u'the', u'ensure', u'especially', u'regarding', u'intends', u'plan', u'whether', u'improve', u'including']"
"[u'medicines', u'ensure', u'whether', u'the', u'especially', u'given', u'regarding', u'intends', u'plan', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'especially', u'intends', u'regarding', u'given', u'measures', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'given', u'especially', u'intends', u'regarding', u'implemented', u'measures']","[u'medicines', u'ensure', u'whether', u'the', u'especially', u'given', u'intends', u'regarding', u'plan', u'implemented']","[u'medicines', u'ensure', u'especially', u'the', u'whether', u'intends', u'measures', u'implemented', u'plan', u'regarding']","[u'medicines', u'ensure', u'the', u'whether', u'especially', u'implemented', u'intends', u'given', u'regarding', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'especially', u'intends', u'given', u'implemented', u'regarding', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'especially', u'given', u'intends', u'regarding', u'used', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'especially', u'intends', u'given', u'measures', u'regarding', u'implemented']","[u'medicines', u'ensure', u'whether', u'the', u'especially', u'regarding', u'intends', u'given', u'measures', u'plan']"
"[u'medicines', u'the', u'whether', u'intends', u'given', u'ensure', u'regarding', u'plan', u'implemented', u'used']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'plan', u'implemented', u'increase']","[u'medicines', u'the', u'whether', u'intends', u'given', u'ensure', u'regarding', u'plan', u'implemented', u'used']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'plan', u'implemented', u'used']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'regarding', u'plan', u'especially', u'implemented']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'implemented', u'plan', u'increase']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'implemented', u'plan', u'reduce']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'used', u'implemented', u'plan']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'plan', u'implemented', u'measures']","[u'medicines', u'the', u'intends', u'whether', u'given', u'ensure', u'regarding', u'plan', u'used', u'implemented']"
"[u'medicines', u'ensure', u'especially', u'the', u'intends', u'improve', u'whether', u'regarding', u'implemented', u'given']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'whether', u'regarding', u'implemented', u'improve', u'increase']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'whether', u'improve', u'implemented', u'regarding', u'given']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'whether', u'regarding', u'implemented', u'improve', u'given']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'improve', u'implemented', u'whether', u'regarding', u'involved']","[u'medicines', u'ensure', u'especially', u'the', u'implemented', u'intends', u'improve', u'whether', u'regarding', u'involved']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'implemented', u'whether', u'regarding', u'increase', u'improve']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'implemented', u'improve', u'involved', u'regarding', u'whether']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'improve', u'whether', u'implemented', u'regarding', u'given']","[u'medicines', u'ensure', u'especially', u'the', u'intends', u'regarding', u'whether', u'implemented', u'improve', u'increase']"
