"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'sekolah', u'sabah', u'tetap', u'laksana', u'sarawak', u'tangan', u'status', u'milik', u'ajar']","[u'senario', u'tetap', u'laksana', u'tangan', u'sekolah', u'sabah', u'sarawak', u'status', u'libat', u'bekal']","[u'senario', u'sekolah', u'sabah', u'sarawak', u'tetap', u'laksana', u'status', u'tangan', u'libat', u'milik']","[u'senario', u'sekolah', u'tetap', u'sarawak', u'tangan', u'sabah', u'laksana', u'milik', u'status', u'ajar']","[u'senario', u'sarawak', u'sabah', u'sekolah', u'tetap', u'status', u'laksana', u'tangan', u'ajar', u'rancang']","[u'senario', u'sekolah', u'sabah', u'tetap', u'laksana', u'sarawak', u'tangan', u'status', u'milik', u'bayar']","[u'senario', u'tetap', u'sabah', u'tangan', u'sarawak', u'laksana', u'sekolah', u'milik', u'status', u'1mdb']","[u'senario', u'sabah', u'sekolah', u'tetap', u'sarawak', u'tangan', u'laksana', u'status', u'jelas', u'jauh']","[u'senario', u'sarawak', u'sekolah', u'laksana', u'sabah', u'status', u'milik', u'tangan', u'tetap', u'rancang']","[u'senario', u'sabah', u'laksana', u'tetap', u'status', u'sarawak', u'sekolah', u'tangan', u'milik', u'kaji']","[u'senario', u'sabah', u'sarawak', u'sekolah', u'laksana', u'status', u'tetap', u'milik', u'tangan', u'jauh']","[u'senario', u'sabah', u'tangan', u'tetap', u'sarawak', u'sekolah', u'laksana', u'status', u'milik', u'jelas']","[u'senario', u'sabah', u'sekolah', u'sarawak', u'laksana', u'tetap', u'status', u'tangan', u'rancang', u'bekal']","[u'senario', u'tetap', u'tangan', u'sarawak', u'sekolah', u'sabah', u'laksana', u'jelas', u'kaji', u'milik']","[u'senario', u'sekolah', u'sabah', u'sarawak', u'tetap', u'status', u'laksana', u'milik', u'tangan', u'kaji']","[u'senario', u'tetap', u'sekolah', u'sabah', u'sarawak', u'tangan', u'laksana', u'kaji', u'milik', u'status']","[u'senario', u'sabah', u'sarawak', u'sekolah', u'laksana', u'tetap', u'tangan', u'status', u'milik', u'jauh']","[u'senario', u'tetap', u'sekolah', u'sarawak', u'sabah', u'tangan', u'laksana', u'kaji', u'libat', u'jelas']","[u'senario', u'sabah', u'sekolah', u'sarawak', u'tetap', u'tangan', u'laksana', u'status', u'libat', u'jauh']","[u'senario', u'sekolah', u'sabah', u'tetap', u'sarawak', u'laksana', u'tangan', u'milik', u'kaji', u'status']"
"[u'senario', u'sekolah', u'laksana', u'tangan', u'kesan', u'ajar', u'sabah', u'tuju', u'tetap', u'kaum']","[u'senario', u'sekolah', u'tangan', u'laksana', u'kesan', u'tuju', u'ajar', u'tetap', u'agama', u'nilai']","[u'senario', u'sekolah', u'ajar', u'laksana', u'tangan', u'sabah', u'kaji', u'kesan', u'status', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'kesan', u'tetap', u'tangan', u'laksana', u'nilai', u'tuju', u'jauh']","[u'senario', u'sekolah', u'laksana', u'sabah', u'sarawak', u'ajar', u'tangan', u'status', u'tetap', u'kesan']","[u'senario', u'sekolah', u'tangan', u'laksana', u'sabah', u'tuju', u'kesan', u'ajar', u'tetap', u'kaji']","[u'senario', u'tangan', u'sekolah', u'tetap', u'laksana', u'kaum', u'sabah', u'kesan', u'kaji', u'tuju']","[u'senario', u'sekolah', u'tangan', u'sabah', u'laksana', u'tuju', u'kesan', u'tetap', u'ajar', u'kaji']","[u'senario', u'sekolah', u'laksana', u'sarawak', u'ajar', u'sabah', u'kesan', u'status', u'tangan', u'jauh']","[u'senario', u'sekolah', u'laksana', u'tangan', u'kesan', u'tuju', u'kaji', u'status', u'sabah', u'tetap']","[u'senario', u'sekolah', u'laksana', u'sabah', u'ajar', u'sarawak', u'tangan', u'status', u'jauh', u'bangsa']","[u'senario', u'sekolah', u'tangan', u'kesan', u'laksana', u'sabah', u'tuju', u'ajar', u'tetap', u'kaum']","[u'senario', u'sekolah', u'laksana', u'sabah', u'kesan', u'tangan', u'status', u'ajar', u'tentu', u'tetap']","[u'senario', u'sekolah', u'tangan', u'tuju', u'tetap', u'kaji', u'laksana', u'kesan', u'ajar', u'nilai']","[u'senario', u'sekolah', u'kesan', u'kaji', u'laksana', u'tangan', u'ajar', u'tuju', u'sabah', u'bangsa']","[u'senario', u'sekolah', u'tangan', u'laksana', u'kaji', u'ajar', u'tetap', u'kesan', u'sabah', u'agama']","[u'senario', u'sekolah', u'laksana', u'tangan', u'sabah', u'ajar', u'kesan', u'sarawak', u'tetap', u'kaum']","[u'senario', u'sekolah', u'tangan', u'kesan', u'kaji', u'tetap', u'tuju', u'laksana', u'nilai', u'ajar']","[u'senario', u'sekolah', u'tangan', u'ajar', u'sabah', u'kesan', u'laksana', u'kaji', u'tetap', u'sarawak']","[u'senario', u'sekolah', u'tangan', u'laksana', u'kaji', u'tetap', u'sabah', u'kesan', u'ajar', u'tuju']"
"[u'senario', u'sabah', u'ajar', u'tetap', u'libat', u'laksana', u'tangan', u'sarawak', u'status', u'akibat']","[u'senario', u'ajar', u'libat', u'sabah', u'tangan', u'laksana', u'tetap', u'akibat', u'ancang', u'nilai']","[u'senario', u'sabah', u'ajar', u'libat', u'tangan', u'laksana', u'tetap', u'sarawak', u'status', u'ancang']","[u'senario', u'ajar', u'tetap', u'sabah', u'tangan', u'libat', u'laksana', u'sarawak', u'nilai', u'ancang']","[u'senario', u'sabah', u'ajar', u'sarawak', u'libat', u'laksana', u'tetap', u'status', u'tangan', u'ancang']","[u'senario', u'sabah', u'ajar', u'libat', u'tangan', u'laksana', u'tetap', u'sarawak', u'siasat', u'status']","[u'senario', u'sabah', u'tangan', u'tetap', u'libat', u'laksana', u'ajar', u'akibat', u'khas', u'sarawak']","[u'senario', u'sabah', u'tangan', u'ajar', u'libat', u'tetap', u'sarawak', u'laksana', u'status', u'nilai']","[u'senario', u'sabah', u'ajar', u'libat', u'laksana', u'sarawak', u'ancang', u'status', u'tangan', u'sekolah']","[u'senario', u'sabah', u'tangan', u'laksana', u'tetap', u'libat', u'ajar', u'status', u'sarawak', u'ancang']","[u'senario', u'sabah', u'ajar', u'libat', u'laksana', u'sarawak', u'status', u'tangan', u'ancang', u'tetap']","[u'senario', u'sabah', u'tangan', u'libat', u'ajar', u'laksana', u'tetap', u'sarawak', u'status', u'akibat']","[u'senario', u'sabah', u'laksana', u'ajar', u'libat', u'tetap', u'status', u'tangan', u'sarawak', u'bekal']","[u'senario', u'sabah', u'tangan', u'tetap', u'ajar', u'libat', u'laksana', u'sarawak', u'nilai', u'tuju']","[u'senario', u'sabah', u'ajar', u'libat', u'tangan', u'tetap', u'laksana', u'sarawak', u'status', u'nilai']","[u'senario', u'sabah', u'libat', u'ajar', u'tangan', u'laksana', u'tetap', u'sarawak', u'siasat', u'ancang']","[u'senario', u'sabah', u'ajar', u'libat', u'tangan', u'laksana', u'sarawak', u'tetap', u'status', u'siasat']","[u'senario', u'libat', u'sabah', u'tetap', u'tangan', u'ajar', u'sarawak', u'nilai', u'laksana', u'siasat']","[u'senario', u'sabah', u'ajar', u'libat', u'tangan', u'tetap', u'sarawak', u'laksana', u'status', u'jenayah']","[u'senario', u'sabah', u'libat', u'ajar', u'tangan', u'tetap', u'laksana', u'sarawak', u'ancang', u'khas']"
"[u'senario', u'tetap', u'kesan', u'tangan', u'sekolah', u'kaum', u'ajar', u'akibat', u'tuju', u'libat']","[u'senario', u'tetap', u'tangan', u'kesan', u'akibat', u'hidup', u'libat', u'tuju', u'ajar', u'kaum']","[u'senario', u'tetap', u'tangan', u'libat', u'ajar', u'sekolah', u'kesan', u'kenal', u'sarawak', u'hidup']","[u'senario', u'tetap', u'kesan', u'tangan', u'ajar', u'hidup', u'sekolah', u'kaum', u'sarawak', u'akibat']","[u'senario', u'tetap', u'sarawak', u'tangan', u'ajar', u'libat', u'sekolah', u'kenal', u'kesan', u'sabah']","[u'senario', u'tetap', u'tangan', u'kesan', u'akibat', u'ajar', u'sarawak', u'libat', u'kenal', u'sekolah']","[u'senario', u'tetap', u'tangan', u'kesan', u'kaum', u'akibat', u'hidup', u'kenal', u'sarawak', u'libat']","[u'senario', u'tetap', u'tangan', u'kesan', u'hidup', u'kenal', u'sarawak', u'ajar', u'sekolah', u'libat']","[u'senario', u'tetap', u'sarawak', u'sekolah', u'libat', u'ajar', u'kesan', u'tangan', u'kaum', u'kenal']","[u'senario', u'tetap', u'tangan', u'kesan', u'akibat', u'tuju', u'sarawak', u'libat', u'hidup', u'bekal']","[u'senario', u'tetap', u'sarawak', u'tangan', u'ajar', u'libat', u'sekolah', u'kesan', u'hidup', u'kenal']","[u'senario', u'tetap', u'kesan', u'tangan', u'akibat', u'hidup', u'libat', u'sarawak', u'kenal', u'kaum']","[u'senario', u'tetap', u'hidup', u'kesan', u'sekolah', u'tangan', u'kenal', u'sarawak', u'bekal', u'sabah']","[u'senario', u'tetap', u'tangan', u'kesan', u'tuju', u'sarawak', u'kaum', u'ajar', u'libat', u'senarai']","[u'senario', u'tetap', u'kesan', u'tangan', u'kaum', u'sekolah', u'ajar', u'kenal', u'sarawak', u'libat']","[u'senario', u'tetap', u'tangan', u'hidup', u'kesan', u'libat', u'ajar', u'sarawak', u'akibat', u'sekolah']","[u'senario', u'tetap', u'tangan', u'sarawak', u'kesan', u'hidup', u'libat', u'ajar', u'kenal', u'kaum']","[u'senario', u'tetap', u'kesan', u'tangan', u'libat', u'kenal', u'tuju', u'ajar', u'kaum', u'sarawak']","[u'senario', u'tetap', u'tangan', u'ajar', u'kesan', u'libat', u'sarawak', u'sekolah', u'hidup', u'kenal']","[u'senario', u'tetap', u'tangan', u'kesan', u'sarawak', u'hidup', u'libat', u'sekolah', u'ajar', u'akibat']"
"[u'senario', u'tangan', u'laksana', u'sabah', u'sekolah', u'tetap', u'ajar', u'nilai', u'tuju', u'sarawak']","[u'senario', u'tangan', u'laksana', u'ajar', u'nilai', u'tuju', u'libat', u'tetap', u'akibat', u'sekolah']","[u'senario', u'tangan', u'ajar', u'sekolah', u'libat', u'laksana', u'sabah', u'tetap', u'kaji', u'status']","[u'senario', u'tangan', u'tetap', u'ajar', u'laksana', u'sekolah', u'nilai', u'sarawak', u'kaji', u'jauh']","[u'senario', u'laksana', u'sabah', u'sarawak', u'status', u'tangan', u'ajar', u'sekolah', u'tetap', u'libat']","[u'senario', u'tangan', u'laksana', u'sabah', u'tetap', u'ajar', u'sarawak', u'sekolah', u'1mdb', u'libat']","[u'senario', u'tangan', u'tetap', u'1mdb', u'laksana', u'sabah', u'sarawak', u'akibat', u'sekolah', u'libat']","[u'senario', u'tangan', u'sabah', u'laksana', u'tetap', u'nilai', u'ajar', u'sarawak', u'status', u'sekolah']","[u'senario', u'laksana', u'sekolah', u'sarawak', u'ajar', u'tangan', u'libat', u'status', u'sabah', u'milik']","[u'senario', u'tangan', u'sabah', u'laksana', u'tetap', u'tuju', u'status', u'sarawak', u'kaji', u'libat']","[u'senario', u'laksana', u'ajar', u'sekolah', u'sabah', u'sarawak', u'tangan', u'status', u'libat', u'bayar']","[u'senario', u'tangan', u'laksana', u'sabah', u'diri', u'kesan', u'nilai', u'tetap', u'sarawak', u'status']","[u'senario', u'laksana', u'sabah', u'sekolah', u'tangan', u'status', u'tetap', u'sarawak', u'ajar', u'nilai']","[u'senario', u'tangan', u'tetap', u'tuju', u'kaji', u'nilai', u'laksana', u'sarawak', u'sabah', u'ajar']","[u'senario', u'tangan', u'laksana', u'sekolah', u'nilai', u'kaji', u'sabah', u'ajar', u'tetap', u'sarawak']","[u'senario', u'tangan', u'laksana', u'sabah', u'tetap', u'ajar', u'1mdb', u'libat', u'kaji', u'sekolah']","[u'senario', u'tangan', u'laksana', u'sabah', u'sarawak', u'status', u'tetap', u'sekolah', u'nilai', u'ajar']","[u'senario', u'tangan', u'tetap', u'libat', u'1mdb', u'nilai', u'kaji', u'laksana', u'tuju', u'sekolah']","[u'senario', u'tangan', u'ajar', u'tetap', u'sabah', u'sekolah', u'libat', u'laksana', u'sarawak', u'kaji']","[u'senario', u'tangan', u'tetap', u'laksana', u'sabah', u'kaji', u'sarawak', u'sekolah', u'libat', u'milik']"
"[u'senario', u'tetap', u'sabah', u'sekolah', u'kesan', u'kaum', u'tangan', u'ajar', u'laksana', u'libat']","[u'senario', u'tetap', u'tangan', u'kesan', u'libat', u'sabah', u'banjir', u'sekolah', u'ajar', u'laksana']","[u'senario', u'tetap', u'libat', u'sekolah', u'sabah', u'tangan', u'ajar', u'banjir', u'kesan', u'bahasa']","[u'senario', u'tetap', u'sekolah', u'kesan', u'ajar', u'tangan', u'sabah', u'kaum', u'banjir', u'libat']","[u'senario', u'tetap', u'sabah', u'sekolah', u'banjir', u'sarawak', u'laksana', u'libat', u'ajar', u'tangan']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'sekolah', u'kesan', u'ajar', u'tuju', u'laksana']","[u'senario', u'tetap', u'sabah', u'tangan', u'kaum', u'kesan', u'banjir', u'hak', u'sekolah', u'libat']","[u'senario', u'tetap', u'sabah', u'tangan', u'kesan', u'sekolah', u'ajar', u'libat', u'kaum', u'senarai']","[u'senario', u'sekolah', u'sabah', u'tetap', u'libat', u'laksana', u'ajar', u'kesan', u'kaum', u'senarai']","[u'senario', u'tetap', u'sabah', u'banjir', u'tangan', u'kesan', u'libat', u'tuju', u'laksana', u'sekolah']","[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'libat', u'laksana', u'sarawak', u'bahasa', u'tangan']","[u'senario', u'tetap', u'sabah', u'kesan', u'tangan', u'banjir', u'sekolah', u'libat', u'diri', u'kaum']","[u'senario', u'sabah', u'tetap', u'sekolah', u'kesan', u'laksana', u'banjir', u'libat', u'kaum', u'tangan']","[u'senario', u'tetap', u'tangan', u'sabah', u'kesan', u'senarai', u'tuju', u'kaum', u'sekolah', u'banjir']","[u'senario', u'tetap', u'sabah', u'sekolah', u'kesan', u'kaum', u'tangan', u'banjir', u'ajar', u'bangsa']","[u'senario', u'tetap', u'tangan', u'sabah', u'libat', u'sekolah', u'ajar', u'kesan', u'laksana', u'kaum']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'kesan', u'kaum', u'libat', u'laksana', u'sarawak']","[u'senario', u'tetap', u'kesan', u'libat', u'tangan', u'sabah', u'sekolah', u'senarai', u'kaum', u'banjir']","[u'senario', u'tetap', u'sabah', u'tangan', u'sekolah', u'ajar', u'libat', u'kesan', u'sarawak', u'kaum']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'libat', u'kesan', u'timbang', u'ajar', u'laksana']"
"[u'senario', u'tetap', u'sabah', u'kesan', u'laksana', u'sekolah', u'kaji', u'timbang', u'halang', u'wujud']","[u'senario', u'tetap', u'kesan', u'laksana', u'timbang', u'kaji', u'sabah', u'akibat', u'tangan', u'tuju']","[u'senario', u'tetap', u'kaji', u'sabah', u'kesan', u'laksana', u'sekolah', u'timbang', u'libat', u'wujud']","[u'senario', u'tetap', u'kesan', u'kaji', u'laksana', u'sabah', u'sekolah', u'timbang', u'akibat', u'ajar']","[u'senario', u'sabah', u'tetap', u'laksana', u'kesan', u'sekolah', u'sarawak', u'kaji', u'wujud', u'bekal']","[u'senario', u'tetap', u'sabah', u'kesan', u'laksana', u'tangan', u'kaji', u'akibat', u'timbang', u'sekolah']","[u'senario', u'tetap', u'sabah', u'kesan', u'kaji', u'laksana', u'tangan', u'timbang', u'akibat', u'wujud']","[u'senario', u'tetap', u'sabah', u'kesan', u'kaji', u'laksana', u'sekira', u'jelas', u'timbang', u'tangan']","[u'senario', u'laksana', u'sabah', u'tetap', u'sekolah', u'kesan', u'wujud', u'kaji', u'senarai', u'libat']","[u'senario', u'tetap', u'sabah', u'kesan', u'kaji', u'laksana', u'jelas', u'tuju', u'timbang', u'akibat']","[u'senario', u'sabah', u'laksana', u'tetap', u'sekolah', u'kesan', u'timbang', u'ajar', u'kaji', u'wujud']","[u'senario', u'kesan', u'tetap', u'sabah', u'jelas', u'laksana', u'akibat', u'tangan', u'timbang', u'halang']","[u'senario', u'sabah', u'laksana', u'tetap', u'kesan', u'sekolah', u'timbang', u'bekal', u'jelas', u'kaji']","[u'senario', u'tetap', u'kaji', u'sabah', u'kesan', u'jelas', u'timbang', u'tangan', u'senarai', u'laksana']","[u'senario', u'sabah', u'tetap', u'kesan', u'kaji', u'timbang', u'jelas', u'laksana', u'sekolah', u'sekira']","[u'senario', u'tetap', u'sabah', u'kaji', u'laksana', u'kesan', u'tangan', u'timbang', u'segera', u'jelas']","[u'senario', u'sabah', u'tetap', u'laksana', u'kesan', u'kaji', u'timbang', u'sekolah', u'tangan', u'akibat']","[u'senario', u'tetap', u'kesan', u'kaji', u'sabah', u'jelas', u'tangan', u'libat', u'timbang', u'senarai']","[u'senario', u'tetap', u'sabah', u'kaji', u'kesan', u'sekolah', u'laksana', u'tangan', u'ajar', u'timbang']","[u'senario', u'tetap', u'timbang', u'kaji', u'sabah', u'kesan', u'laksana', u'jelas', u'sekolah', u'akibat']"
"[u'senario', u'sabah', u'sekolah', u'tetap', u'tangan', u'laksana', u'kesan', u'jauh', u'libat', u'ajar']","[u'senario', u'tangan', u'tetap', u'kesan', u'sabah', u'laksana', u'agama', u'libat', u'sekolah', u'tuju']","[u'senario', u'sekolah', u'tangan', u'libat', u'sabah', u'tetap', u'ajar', u'laksana', u'status', u'kesan']","[u'senario', u'tetap', u'tangan', u'kesan', u'sekolah', u'sabah', u'laksana', u'ajar', u'jauh', u'libat']","[u'senario', u'sabah', u'laksana', u'sarawak', u'tetap', u'tangan', u'sekolah', u'status', u'libat', u'kesan']","[u'senario', u'tangan', u'sabah', u'tetap', u'sekolah', u'libat', u'laksana', u'kesan', u'agama', u'sarawak']","[u'senario', u'sabah', u'tangan', u'tetap', u'kesan', u'laksana', u'sekolah', u'agama', u'kaum', u'libat']","[u'senario', u'sabah', u'tangan', u'sekolah', u'tetap', u'kesan', u'laksana', u'jauh', u'status', u'libat']","[u'senario', u'sekolah', u'sabah', u'laksana', u'libat', u'tangan', u'status', u'sarawak', u'jauh', u'kesan']","[u'senario', u'tangan', u'sabah', u'tetap', u'kesan', u'tuju', u'laksana', u'status', u'libat', u'sekolah']","[u'senario', u'sekolah', u'sabah', u'laksana', u'ajar', u'libat', u'sarawak', u'tangan', u'status', u'jauh']","[u'senario', u'tangan', u'kesan', u'sabah', u'tetap', u'libat', u'sekolah', u'laksana', u'kenal', u'status']","[u'senario', u'sabah', u'sekolah', u'laksana', u'tangan', u'status', u'tetap', u'kesan', u'libat', u'bekal']","[u'senario', u'tangan', u'tetap', u'sabah', u'kesan', u'tuju', u'sarawak', u'sekolah', u'laksana', u'libat']","[u'senario', u'sabah', u'sekolah', u'kesan', u'tangan', u'tetap', u'laksana', u'nilai', u'kenal', u'ajar']","[u'senario', u'tangan', u'sabah', u'tetap', u'laksana', u'libat', u'sekolah', u'ajar', u'agama', u'kesan']","[u'senario', u'sabah', u'tangan', u'laksana', u'tetap', u'sekolah', u'sarawak', u'status', u'kesan', u'libat']","[u'senario', u'tangan', u'tetap', u'sabah', u'kesan', u'libat', u'sekolah', u'tuju', u'belanja', u'agama']","[u'senario', u'tangan', u'sabah', u'tetap', u'sekolah', u'libat', u'ajar', u'kesan', u'jauh', u'agama']","[u'senario', u'tangan', u'tetap', u'sekolah', u'sabah', u'libat', u'kesan', u'laksana', u'agama', u'ajar']"
"[u'senario', u'ajar', u'tetap', u'kesan', u'sekolah', u'laksana', u'sabah', u'tangan', u'jauh', u'ancang']","[u'senario', u'ajar', u'kesan', u'tetap', u'laksana', u'tangan', u'ancang', u'sabah', u'libat', u'timbang']","[u'senario', u'ajar', u'tetap', u'sekolah', u'tangan', u'libat', u'ancang', u'laksana', u'kesan', u'sabah']","[u'senario', u'ajar', u'tetap', u'kesan', u'laksana', u'tangan', u'jauh', u'ancang', u'sekolah', u'kaum']","[u'senario', u'ajar', u'sabah', u'sarawak', u'laksana', u'tetap', u'ancang', u'kesan', u'rancang', u'tangan']","[u'senario', u'ajar', u'tetap', u'tangan', u'laksana', u'kesan', u'sabah', u'ancang', u'libat', u'sarawak']","[u'senario', u'tetap', u'tangan', u'sabah', u'ajar', u'kesan', u'kaum', u'laksana', u'sarawak', u'sekolah']","[u'senario', u'ajar', u'tetap', u'sabah', u'tangan', u'kesan', u'ancang', u'laksana', u'jauh', u'sekolah']","[u'senario', u'ajar', u'laksana', u'ancang', u'sekolah', u'sarawak', u'jauh', u'sabah', u'kesan', u'kaum']","[u'senario', u'tetap', u'kesan', u'tangan', u'ajar', u'ancang', u'laksana', u'sabah', u'sarawak', u'tuju']","[u'senario', u'ajar', u'laksana', u'sekolah', u'ancang', u'sabah', u'sarawak', u'jauh', u'tetap', u'libat']","[u'senario', u'kesan', u'ajar', u'tangan', u'laksana', u'sabah', u'ancang', u'tetap', u'jauh', u'akibat']","[u'senario', u'laksana', u'sabah', u'ajar', u'sekolah', u'rancang', u'ancang', u'kesan', u'tetap', u'jauh']","[u'senario', u'tetap', u'tangan', u'ajar', u'kesan', u'sarawak', u'sabah', u'laksana', u'timbang', u'ancang']","[u'senario', u'ajar', u'kesan', u'sekolah', u'sabah', u'laksana', u'kaum', u'ancang', u'bangsa', u'tetap']","[u'senario', u'ajar', u'tetap', u'tangan', u'laksana', u'sabah', u'ancang', u'kesan', u'sekolah', u'libat']","[u'senario', u'sabah', u'laksana', u'ajar', u'tetap', u'kesan', u'sarawak', u'tangan', u'ancang', u'kaum']","[u'senario', u'tetap', u'tangan', u'kesan', u'ajar', u'libat', u'sabah', u'sekolah', u'jauh', u'sarawak']","[u'senario', u'ajar', u'tetap', u'tangan', u'sabah', u'ancang', u'sekolah', u'jauh', u'laksana', u'libat']","[u'senario', u'ajar', u'tetap', u'sekolah', u'tangan', u'kesan', u'ancang', u'laksana', u'timbang', u'jauh']"
"[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'laksana', u'ajar', u'kesan', u'wujud', u'akibat']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'akibat', u'kesan', u'ajar', u'laksana', u'kaji']","[u'senario', u'tetap', u'sekolah', u'tangan', u'ajar', u'sabah', u'libat', u'kaji', u'wujud', u'laksana']","[u'senario', u'tetap', u'sekolah', u'tangan', u'ajar', u'kesan', u'akibat', u'sabah', u'laksana', u'kaji']","[u'senario', u'tetap', u'sabah', u'sekolah', u'sarawak', u'laksana', u'tangan', u'ajar', u'wujud', u'status']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'sarawak', u'ajar', u'laksana', u'akibat', u'kesan']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'akibat', u'kesan', u'sarawak', u'wujud', u'kaji']","[u'senario', u'tetap', u'sekolah', u'sabah', u'tangan', u'ajar', u'kesan', u'sarawak', u'laksana', u'status']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'sarawak', u'wujud', u'tangan', u'ajar', u'status']","[u'senario', u'tetap', u'tangan', u'sabah', u'sekolah', u'tuju', u'kesan', u'akibat', u'sarawak', u'laksana']","[u'senario', u'sekolah', u'tetap', u'sabah', u'ajar', u'laksana', u'sarawak', u'tangan', u'status', u'wujud']","[u'senario', u'tetap', u'tangan', u'sekolah', u'kesan', u'sabah', u'akibat', u'laksana', u'sarawak', u'wujud']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'tangan', u'kesan', u'status', u'ajar', u'jenis']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'kaji', u'kesan', u'tuju', u'sarawak', u'senarai']","[u'senario', u'sekolah', u'sabah', u'tetap', u'tangan', u'kesan', u'ajar', u'laksana', u'kaji', u'bangsa']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'ajar', u'laksana', u'kaji', u'akibat', u'sarawak']","[u'senario', u'tetap', u'sabah', u'sekolah', u'tangan', u'sarawak', u'laksana', u'ajar', u'kesan', u'status']","[u'senario', u'tetap', u'tangan', u'sekolah', u'sabah', u'kesan', u'kaji', u'ajar', u'libat', u'sarawak']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'ajar', u'sarawak', u'kaji', u'laksana', u'kesan']","[u'senario', u'tetap', u'sekolah', u'tangan', u'sabah', u'ajar', u'kaji', u'wujud', u'sarawak', u'akibat']"
